epoch,step,train_loss_epoch,train_loss_step,train_renyi_lb_epoch,train_renyi_lb_step
0,9,,-7.343292236328125e-05,,7.343292236328125e-05
0,9,-1.4233589354262222e-05,,1.4233589354262222e-05,
1,19,,-0.00017690658569335938,,0.00017690658569335938
1,19,-0.00013358592696022242,,0.00013358592696022242,
2,29,,-0.0002732276916503906,,0.0002732276916503906
2,29,-0.00022819041623733938,,0.00022819041623733938,
3,39,,-0.0003666877746582031,,0.0003666877746582031
3,39,-0.0003254651965107769,,0.0003254651965107769,
4,49,,-0.00045418739318847656,,0.00045418739318847656
4,49,-0.0004160165844950825,,0.0004160165844950825,
5,59,,-0.0005548000335693359,,0.0005548000335693359
5,59,-0.0005108356708660722,,0.0005108356708660722,
6,69,,-0.0006477832794189453,,0.0006477832794189453
6,69,-0.0006093025440350175,,0.0006093025440350175,
7,79,,-0.0007615089416503906,,0.0007615089416503906
7,79,-0.0007129907025955617,,0.0007129907025955617,
8,89,,-0.0008654594421386719,,0.0008654594421386719
8,89,-0.0008203506586141884,,0.0008203506586141884,
9,99,,-0.0010008811950683594,,0.0010008811950683594
9,99,-0.0009346961742267013,,0.0009346961742267013,
10,109,,-0.0011229515075683594,,0.0011229515075683594
10,109,-0.0010589122539386153,,0.0010589122539386153,
11,119,,-0.0012660026550292969,,0.0012660026550292969
11,119,-0.0011913776397705078,,0.0011913776397705078,
12,129,,-0.0013909339904785156,,0.0013909339904785156
12,129,-0.001332235406152904,,0.001332235406152904,
13,139,,-0.0015535354614257812,,0.0015535354614257812
13,139,-0.0014820098876953125,,0.0014820098876953125,
14,149,,-0.0017137527465820312,,0.0017137527465820312
14,149,-0.0016406059730798006,,0.0016406059730798006,
15,159,,-0.0018854141235351562,,0.0018854141235351562
15,159,-0.0018076896667480469,,0.0018076896667480469,
16,169,,-0.0020704269409179688,,0.0020704269409179688
16,169,-0.0019845962524414062,,0.0019845962524414062,
17,179,,-0.0022344589233398438,,0.0022344589233398438
17,179,-0.002170658204704523,,0.002170658204704523,
18,189,,-0.0024576187133789062,,0.0024576187133789062
18,189,-0.002366352127864957,,0.002366352127864957,
19,199,,-0.0026292800903320312,,0.0026292800903320312
19,199,-0.002571678254753351,,0.002571678254753351,
20,209,,-0.0028839111328125,,0.0028839111328125
20,209,-0.0027873993385583162,,0.0027873993385583162,
21,219,,-0.0031642913818359375,,0.0031642913818359375
21,219,-0.003012371016666293,,0.003012371016666293,
22,229,,-0.003299713134765625,,0.003299713134765625
22,229,-0.0032476424239575863,,0.0032476424239575863,
23,239,,-0.003620147705078125,,0.003620147705078125
23,239,-0.0034933090209960938,,0.0034933090209960938,
24,249,,-0.0038700103759765625,,0.0038700103759765625
24,249,-0.00374946603551507,,0.00374946603551507,
25,259,,-0.00417327880859375,,0.00417327880859375
25,259,-0.004016876220703125,,0.004016876220703125,
26,269,,-0.0044460296630859375,,0.0044460296630859375
26,269,-0.004294014070183039,,0.004294014070183039,
27,279,,-0.0047168731689453125,,0.0047168731689453125
27,279,-0.004582786466926336,,0.004582786466926336,
28,289,,-0.0049533843994140625,,0.0049533843994140625
28,289,-0.004881477449089289,,0.004881477449089289,
29,299,,-0.0053157806396484375,,0.0053157806396484375
29,299,-0.005192375276237726,,0.005192375276237726,
30,309,,-0.0056667327880859375,,0.0056667327880859375
30,309,-0.0055141448974609375,,0.0055141448974609375,
31,319,,-0.0060329437255859375,,0.0060329437255859375
31,319,-0.005847740452736616,,0.005847740452736616,
32,329,,-0.006343841552734375,,0.006343841552734375
32,329,-0.006192016415297985,,0.006192016415297985,
33,339,,-0.00672149658203125,,0.00672149658203125
33,339,-0.006548690609633923,,0.006548690609633923,
34,349,,-0.00713348388671875,,0.00713348388671875
34,349,-0.00691566476598382,,0.00691566476598382,
35,359,,-0.007518768310546875,,0.007518768310546875
