epoch,step,train_loss_epoch,train_loss_step,train_renyi_lb_epoch,train_renyi_lb_step
63,639,-1.7771048545837402,,1.7771048545837402,
64,649,,-1.8358159065246582,,1.8358159065246582
64,649,-1.797609806060791,,1.797609806060791,
65,659,,-1.8406434059143066,,1.8406434059143066
65,659,-1.8167948722839355,,1.8167948722839355,
66,669,,-1.8994460105895996,,1.8994460105895996
66,669,-1.837744116783142,,1.837744116783142,
67,679,,-1.8619623184204102,,1.8619623184204102
67,679,-1.8571704626083374,,1.8571704626083374,
68,689,,-1.8725628852844238,,1.8725628852844238
68,689,-1.876345157623291,,1.876345157623291,
69,699,,-1.9234428405761719,,1.9234428405761719
69,699,-1.8961918354034424,,1.8961918354034424,
70,709,,-1.904710292816162,,1.904710292816162
70,709,-1.9161781072616577,,1.9161781072616577,
71,719,,-1.9119081497192383,,1.9119081497192383
71,719,-1.9352641105651855,,1.9352641105651855,
72,729,,-1.9346237182617188,,1.9346237182617188
72,729,-1.9547713994979858,,1.9547713994979858,
73,739,,-2.0220298767089844,,2.0220298767089844
73,739,-1.9738084077835083,,1.9738084077835083,
74,749,,-1.9498558044433594,,1.9498558044433594
74,749,-1.9950096607208252,,1.9950096607208252,
75,759,,-1.9790515899658203,,1.9790515899658203
75,759,-2.011892557144165,,2.011892557144165,
76,769,,-2.028064250946045,,2.028064250946045
76,769,-2.029093027114868,,2.029093027114868,
77,779,,-2.040161609649658,,2.040161609649658
77,779,-2.049867630004883,,2.049867630004883,
78,789,,-2.0107102394104004,,2.0107102394104004
78,789,-2.0675618648529053,,2.0675618648529053,
79,799,,-1.9747939109802246,,1.9747939109802246
79,799,-2.0871851444244385,,2.0871851444244385,
80,809,,-2.0953330993652344,,2.0953330993652344
80,809,-2.1033473014831543,,2.1033473014831543,
81,819,,-2.1192569732666016,,2.1192569732666016
81,819,-2.121070623397827,,2.121070623397827,
82,829,,-2.2379441261291504,,2.2379441261291504
82,829,-2.1419355869293213,,2.1419355869293213,
83,839,,-2.2241296768188477,,2.2241296768188477
83,839,-2.1585099697113037,,2.1585099697113037,
84,849,,-2.2286758422851562,,2.2286758422851562
84,849,-2.177638053894043,,2.177638053894043,
85,859,,-2.231966018676758,,2.231966018676758
85,859,-2.1948349475860596,,2.1948349475860596,
86,869,,-2.1676149368286133,,2.1676149368286133
86,869,-2.209245204925537,,2.209245204925537,
87,879,,-2.228856086730957,,2.228856086730957
87,879,-2.2278008460998535,,2.2278008460998535,
88,889,,-2.065898895263672,,2.065898895263672
88,889,-2.2449264526367188,,2.2449264526367188,
89,899,,-2.234079360961914,,2.234079360961914
89,899,-2.265000820159912,,2.265000820159912,
90,909,,-2.3138628005981445,,2.3138628005981445
90,909,-2.2776846885681152,,2.2776846885681152,
91,919,,-2.335263252258301,,2.335263252258301
91,919,-2.2984299659729004,,2.2984299659729004,
92,929,,-2.347134590148926,,2.347134590148926
92,929,-2.3142855167388916,,2.3142855167388916,
93,939,,-2.215362548828125,,2.215362548828125
93,939,-2.3286325931549072,,2.3286325931549072,
94,949,,-2.406291961669922,,2.406291961669922
94,949,-2.346457004547119,,2.346457004547119,
95,959,,-2.4277963638305664,,2.4277963638305664
95,959,-2.366802453994751,,2.366802453994751,
96,969,,-2.394394874572754,,2.394394874572754
96,969,-2.3803863525390625,,2.3803863525390625,
97,979,,-2.3424081802368164,,2.3424081802368164
97,979,-2.393066167831421,,2.393066167831421,
98,989,,-2.520857810974121,,2.520857810974121
98,989,-2.4098453521728516,,2.4098453521728516,
99,999,,-2.4667863845825195,,2.4667863845825195
99,999,-2.427656412124634,,2.427656412124634,
100,1009,,-2.593682289123535,,2.593682289123535
100,1009,-2.4476306438446045,,2.4476306438446045,
101,1019,,-2.413888931274414,,2.413888931274414
101,1019,-2.4571359157562256,,2.4571359157562256,
102,1029,,-2.5365381240844727,,2.5365381240844727
102,1029,-2.4739835262298584,,2.4739835262298584,
103,1039,,-2.565654754638672,,2.565654754638672
103,1039,-2.4884755611419678,,2.4884755611419678,
104,1049,,-2.5780487060546875,,2.5780487060546875
104,1049,-2.504635810852051,,2.504635810852051,
105,1059,,-2.465179443359375,,2.465179443359375
105,1059,-2.52756929397583,,2.52756929397583,
106,1069,,-2.6456947326660156,,2.6456947326660156
106,1069,-2.531864643096924,,2.531864643096924,
107,1079,,-2.725153923034668,,2.725153923034668
107,1079,-2.5543062686920166,,2.5543062686920166,
108,1089,,-2.24127197265625,,2.24127197265625
108,1089,-2.569511651992798,,2.569511651992798,
109,1099,,-2.6621294021606445,,2.6621294021606445
109,1099,-2.5751357078552246,,2.5751357078552246,
110,1109,,-2.5014095306396484,,2.5014095306396484
110,1109,-2.59987473487854,,2.59987473487854,
111,1119,,-2.4250354766845703,,2.4250354766845703
111,1119,-2.6139743328094482,,2.6139743328094482,
112,1129,,-2.6192054748535156,,2.6192054748535156
112,1129,-2.620643138885498,,2.620643138885498,
113,1139,,-2.6049070358276367,,2.6049070358276367
113,1139,-2.6436150074005127,,2.6436150074005127,
114,1149,,-2.5981807708740234,,2.5981807708740234
114,1149,-2.6418678760528564,,2.6418678760528564,
115,1159,,-2.4459924697875977,,2.4459924697875977
115,1159,-2.659924268722534,,2.659924268722534,
116,1169,,-2.6405067443847656,,2.6405067443847656
116,1169,-2.6841249465942383,,2.6841249465942383,
117,1179,,-2.557694435119629,,2.557694435119629
117,1179,-2.695866584777832,,2.695866584777832,
118,1189,,-2.565654754638672,,2.565654754638672
118,1189,-2.722149133682251,,2.722149133682251,
119,1199,,-2.8182287216186523,,2.8182287216186523
119,1199,-2.7351651191711426,,2.7351651191711426,
120,1209,,-2.6332359313964844,,2.6332359313964844
120,1209,-2.7377736568450928,,2.7377736568450928,
121,1219,,-2.8601436614990234,,2.8601436614990234
121,1219,-2.766263008117676,,2.766263008117676,
122,1229,,-2.7411069869995117,,2.7411069869995117
122,1229,-2.7687947750091553,,2.7687947750091553,
123,1239,,-2.8341245651245117,,2.8341245651245117
123,1239,-2.7918899059295654,,2.7918899059295654,
124,1249,,-2.8643693923950195,,2.8643693923950195
124,1249,-2.797874927520752,,2.797874927520752,
125,1259,,-2.4664688110351562,,2.4664688110351562
125,1259,-2.809309959411621,,2.809309959411621,
126,1269,,-2.8767452239990234,,2.8767452239990234
126,1269,-2.8196115493774414,,2.8196115493774414,
127,1279,,-2.8379640579223633,,2.8379640579223633
127,1279,-2.8666865825653076,,2.8666865825653076,
128,1289,,-2.9523983001708984,,2.9523983001708984
128,1289,-2.854720115661621,,2.854720115661621,
129,1299,,-2.936190605163574,,2.936190605163574
129,1299,-2.8629343509674072,,2.8629343509674072,
130,1309,,-3.0319395065307617,,3.0319395065307617
130,1309,-2.918802499771118,,2.918802499771118,
131,1319,,-3.0905494689941406,,3.0905494689941406
131,1319,-2.890869617462158,,2.890869617462158,
132,1329,,-2.9164037704467773,,2.9164037704467773
132,1329,-2.906604290008545,,2.906604290008545,
133,1339,,-3.031571388244629,,3.031571388244629
133,1339,-2.9348068237304688,,2.9348068237304688,
134,1349,,-2.549884796142578,,2.549884796142578
134,1349,-2.9393558502197266,,2.9393558502197266,
135,1359,,-2.995767593383789,,2.995767593383789
135,1359,-2.990952253341675,,2.990952253341675,
136,1369,,-2.7703428268432617,,2.7703428268432617
136,1369,-2.966823101043701,,2.966823101043701,
137,1379,,-3.0802860260009766,,3.0802860260009766
137,1379,-2.9966650009155273,,2.9966650009155273,
138,1389,,-2.672379493713379,,2.672379493713379
138,1389,-3.0339527130126953,,3.0339527130126953,
139,1399,,-2.7392663955688477,,2.7392663955688477
139,1399,-3.0120887756347656,,3.0120887756347656,
140,1409,,-3.07515811920166,,3.07515811920166
140,1409,-3.0233054161071777,,3.0233054161071777,
141,1419,,-2.513543128967285,,2.513543128967285
141,1419,-3.0266146659851074,,3.0266146659851074,
142,1429,,-3.41591739654541,,3.41591739654541
142,1429,-3.0794119834899902,,3.0794119834899902,
143,1439,,-3.312103271484375,,3.312103271484375
143,1439,-3.1082091331481934,,3.1082091331481934,
144,1449,,-3.495485305786133,,3.495485305786133
144,1449,-3.121426820755005,,3.121426820755005,
145,1459,,-3.137406349182129,,3.137406349182129
145,1459,-3.1176884174346924,,3.1176884174346924,
146,1469,,-3.1562347412109375,,3.1562347412109375
146,1469,-3.1320252418518066,,3.1320252418518066,
147,1479,,-3.1898508071899414,,3.1898508071899414
147,1479,-3.1506428718566895,,3.1506428718566895,
148,1489,,-3.273831367492676,,3.273831367492676
148,1489,-3.2053794860839844,,3.2053794860839844,
149,1499,,-2.4869842529296875,,2.4869842529296875
149,1499,-3.2114360332489014,,3.2114360332489014,
150,1509,,-3.53171443939209,,3.53171443939209
150,1509,-3.2170119285583496,,3.2170119285583496,
151,1519,,-2.5374794006347656,,2.5374794006347656
151,1519,-3.207059144973755,,3.207059144973755,
152,1529,,-3.1297664642333984,,3.1297664642333984
152,1529,-3.2557380199432373,,3.2557380199432373,
153,1539,,-3.6177444458007812,,3.6177444458007812
153,1539,-3.309589385986328,,3.309589385986328,
154,1549,,-2.878106117248535,,2.878106117248535
154,1549,-3.3068575859069824,,3.3068575859069824,
155,1559,,-3.5708847045898438,,3.5708847045898438
155,1559,-3.264390707015991,,3.264390707015991,
156,1569,,-2.615342140197754,,2.615342140197754
156,1569,-3.4095511436462402,,3.4095511436462402,
157,1579,,-2.978618621826172,,2.978618621826172
157,1579,-3.3787403106689453,,3.3787403106689453,
158,1589,,-2.4576416015625,,2.4576416015625
158,1589,-3.4020135402679443,,3.4020135402679443,
159,1599,,-3.5688276290893555,,3.5688276290893555
159,1599,-3.469696521759033,,3.469696521759033,
160,1609,,-3.3918323516845703,,3.3918323516845703
160,1609,-3.3766918182373047,,3.3766918182373047,
161,1619,,-3.507744789123535,,3.507744789123535
161,1619,-3.544827699661255,,3.544827699661255,
162,1629,,-3.1976261138916016,,3.1976261138916016
162,1629,-3.4333040714263916,,3.4333040714263916,
163,1639,,-3.903635025024414,,3.903635025024414
163,1639,-3.503004789352417,,3.503004789352417,
164,1649,,-3.9754676818847656,,3.9754676818847656
164,1649,-3.495134115219116,,3.495134115219116,
165,1659,,-3.6928176879882812,,3.6928176879882812
165,1659,-3.606917381286621,,3.606917381286621,
166,1669,,-2.905057907104492,,2.905057907104492
166,1669,-3.6354987621307373,,3.6354987621307373,
167,1679,,-3.5858755111694336,,3.5858755111694336
167,1679,-3.5132830142974854,,3.5132830142974854,
168,1689,,-2.73825740814209,,2.73825740814209
168,1689,-3.597658395767212,,3.597658395767212,
169,1699,,-2.5598373413085938,,2.5598373413085938
169,1699,-3.5746147632598877,,3.5746147632598877,
170,1709,,-4.213176727294922,,4.213176727294922
170,1709,-3.6581356525421143,,3.6581356525421143,
171,1719,,-4.200887680053711,,4.200887680053711
171,1719,-3.6985015869140625,,3.6985015869140625,
172,1729,,-3.141712188720703,,3.141712188720703
172,1729,-3.8006722927093506,,3.8006722927093506,
173,1739,,-3.746807098388672,,3.746807098388672
173,1739,-3.773812770843506,,3.773812770843506,
174,1749,,-4.093255996704102,,4.093255996704102
174,1749,-3.721733331680298,,3.721733331680298,
175,1759,,-4.464658737182617,,4.464658737182617
175,1759,-3.8293139934539795,,3.8293139934539795,
176,1769,,-3.860574722290039,,3.860574722290039
176,1769,-3.8541674613952637,,3.8541674613952637,
177,1779,,-4.382080078125,,4.382080078125
177,1779,-3.9314653873443604,,3.9314653873443604,
178,1789,,-3.919393539428711,,3.919393539428711
178,1789,-3.9135475158691406,,3.9135475158691406,
179,1799,,-4.011991500854492,,4.011991500854492
179,1799,-3.8357725143432617,,3.8357725143432617,
180,1809,,-3.5913963317871094,,3.5913963317871094
180,1809,-3.928586006164551,,3.928586006164551,
181,1819,,-4.969432830810547,,4.969432830810547
181,1819,-4.0001749992370605,,4.0001749992370605,
182,1829,,-3.8919010162353516,,3.8919010162353516
182,1829,-4.053814888000488,,4.053814888000488,
183,1839,,-4.7042694091796875,,4.7042694091796875
183,1839,-3.9958019256591797,,3.9958019256591797,
184,1849,,-3.9338760375976562,,3.9338760375976562
184,1849,-4.179477214813232,,4.179477214813232,
185,1859,,-5.446088790893555,,5.446088790893555
185,1859,-4.133007526397705,,4.133007526397705,
186,1869,,-4.040292739868164,,4.040292739868164
186,1869,-4.017612457275391,,4.017612457275391,
187,1879,,-4.061393737792969,,4.061393737792969
187,1879,-4.219145774841309,,4.219145774841309,
188,1889,,-4.534574508666992,,4.534574508666992
188,1889,-4.201282501220703,,4.201282501220703,
189,1899,,-5.2091064453125,,5.2091064453125
189,1899,-4.327420711517334,,4.327420711517334,
190,1909,,-5.755395889282227,,5.755395889282227
190,1909,-4.33985710144043,,4.33985710144043,
191,1919,,-4.684970855712891,,4.684970855712891
191,1919,-4.406190395355225,,4.406190395355225,
192,1929,,-5.477123260498047,,5.477123260498047
192,1929,-4.391996383666992,,4.391996383666992,
193,1939,,-4.910907745361328,,4.910907745361328
193,1939,-4.430572032928467,,4.430572032928467,
194,1949,,-5.305248260498047,,5.305248260498047
194,1949,-4.570773601531982,,4.570773601531982,
195,1959,,-5.8903045654296875,,5.8903045654296875
195,1959,-4.589226245880127,,4.589226245880127,
196,1969,,-5.521524429321289,,5.521524429321289
196,1969,-4.656954765319824,,4.656954765319824,
197,1979,,-4.2239227294921875,,4.2239227294921875
197,1979,-4.665047645568848,,4.665047645568848,
198,1989,,-4.535854339599609,,4.535854339599609
198,1989,-4.692720413208008,,4.692720413208008,
199,1999,,-6.047483444213867,,6.047483444213867
199,1999,-4.781319618225098,,4.781319618225098,
200,2009,,-5.339626312255859,,5.339626312255859
200,2009,-4.732229232788086,,4.732229232788086,
201,2019,,-4.751106262207031,,4.751106262207031
201,2019,-4.672476291656494,,4.672476291656494,
202,2029,,-5.237697601318359,,5.237697601318359
202,2029,-4.71824836730957,,4.71824836730957,
203,2039,,-4.188926696777344,,4.188926696777344
203,2039,-4.850651264190674,,4.850651264190674,
204,2049,,-5.221506118774414,,5.221506118774414
204,2049,-4.905258655548096,,4.905258655548096,
205,2059,,-4.49592399597168,,4.49592399597168
205,2059,-4.925215244293213,,4.925215244293213,
206,2069,,-6.452724456787109,,6.452724456787109
206,2069,-5.056631088256836,,5.056631088256836,
207,2079,,-5.858236312866211,,5.858236312866211
207,2079,-5.13236665725708,,5.13236665725708,
208,2089,,-4.712675094604492,,4.712675094604492
208,2089,-5.426546096801758,,5.426546096801758,
209,2099,,-5.119441986083984,,5.119441986083984
209,2099,-5.263976097106934,,5.263976097106934,
210,2109,,-6.336889266967773,,6.336889266967773
210,2109,-5.5801167488098145,,5.5801167488098145,
211,2119,,-4.925626754760742,,4.925626754760742
211,2119,-5.470244884490967,,5.470244884490967,
212,2129,,-4.732656478881836,,4.732656478881836
212,2129,-5.379908084869385,,5.379908084869385,
213,2139,,-4.5388641357421875,,4.5388641357421875
213,2139,-5.565995693206787,,5.565995693206787,
214,2149,,-6.012231826782227,,6.012231826782227
214,2149,-5.57927942276001,,5.57927942276001,
215,2159,,-4.6246490478515625,,4.6246490478515625
215,2159,-5.4999098777771,,5.4999098777771,
216,2169,,-5.877388000488281,,5.877388000488281
216,2169,-5.7143049240112305,,5.7143049240112305,
217,2179,,-7.116971969604492,,7.116971969604492
217,2179,-5.681942462921143,,5.681942462921143,
218,2189,,-6.461139678955078,,6.461139678955078
218,2189,-5.706932544708252,,5.706932544708252,
219,2199,,-5.488407135009766,,5.488407135009766
219,2199,-5.688683986663818,,5.688683986663818,
220,2209,,-4.710979461669922,,4.710979461669922
220,2209,-6.01132869720459,,6.01132869720459,
221,2219,,-6.093975067138672,,6.093975067138672
221,2219,-5.7550201416015625,,5.7550201416015625,
222,2229,,-5.194282531738281,,5.194282531738281
222,2229,-5.908853054046631,,5.908853054046631,
223,2239,,-6.375909805297852,,6.375909805297852
223,2239,-6.071691989898682,,6.071691989898682,
224,2249,,-5.283987045288086,,5.283987045288086
224,2249,-6.042733669281006,,6.042733669281006,
225,2259,,-7.174150466918945,,7.174150466918945
225,2259,-6.412803649902344,,6.412803649902344,
226,2269,,-3.9551124572753906,,3.9551124572753906
226,2269,-6.220650672912598,,6.220650672912598,
