epoch,step,train_loss_epoch,train_loss_step,train_renyi_lb_epoch,train_renyi_lb_step
96,775,-0.046860188245773315,,0.046860188245773315,
97,783,-0.04687124490737915,,0.04687124490737915,
98,791,-0.04690366983413696,,0.04690366983413696,
99,799,,-0.046896934509277344,,0.046896934509277344
99,799,-0.04687163233757019,,0.04687163233757019,
100,807,-0.046900004148483276,,0.046900004148483276,
101,815,-0.04687535762786865,,0.04687535762786865,
102,823,-0.0468885637819767,,0.0468885637819767,
103,831,-0.04687776789069176,,0.04687776789069176,
104,839,-0.04683461785316467,,0.04683461785316467,
105,847,-0.046854645013809204,,0.046854645013809204,
106,849,,-0.05187630653381348,,0.05187630653381348
106,855,-0.04683998227119446,,0.04683998227119446,
107,863,-0.04684782028198242,,0.04684782028198242,
108,871,-0.04689263924956322,,0.04689263924956322,
109,879,-0.046881526708602905,,0.046881526708602905,
110,887,-0.04688689112663269,,0.04688689112663269,
111,895,-0.046875447034835815,,0.046875447034835815,
112,899,,-0.04951834678649902,,0.04951834678649902
112,903,-0.046904414892196655,,0.046904414892196655,
113,911,-0.04689013585448265,,0.04689013585448265,
114,919,-0.04689663276076317,,0.04689663276076317,
115,927,-0.046863678842782974,,0.046863678842782974,
116,935,-0.04688665643334389,,0.04688665643334389,
117,943,-0.04690719023346901,,0.04690719023346901,
118,949,,-0.04204368591308594,,0.04204368591308594
118,951,-0.046899791806936264,,0.046899791806936264,
119,959,-0.04688432812690735,,0.04688432812690735,
120,967,-0.04689410328865051,,0.04689410328865051,
121,975,-0.046919047832489014,,0.046919047832489014,
122,983,-0.04688027501106262,,0.04688027501106262,
123,991,-0.04685404524207115,,0.04685404524207115,
124,999,,-0.045067787170410156,,0.045067787170410156
124,999,-0.04687780141830444,,0.04687780141830444,
125,1007,-0.04688316211104393,,0.04688316211104393,
126,1015,-0.04687997326254845,,0.04687997326254845,
127,1023,-0.04689639434218407,,0.04689639434218407,
128,1031,-0.04690114036202431,,0.04690114036202431,
129,1039,-0.04689875245094299,,0.04689875245094299,
130,1047,-0.046869903802871704,,0.046869903802871704,
131,1049,,-0.05099177360534668,,0.05099177360534668
131,1055,-0.04690062999725342,,0.04690062999725342,
132,1063,-0.046887222677469254,,0.046887222677469254,
133,1071,-0.046882834285497665,,0.046882834285497665,
134,1079,-0.04690605401992798,,0.04690605401992798,
135,1087,-0.046899497509002686,,0.046899497509002686,
136,1095,-0.04690036177635193,,0.04690036177635193,
137,1099,,-0.05901050567626953,,0.05901050567626953
137,1103,-0.046874165534973145,,0.046874165534973145,
138,1111,-0.04682847857475281,,0.04682847857475281,
139,1119,-0.0468655563890934,,0.0468655563890934,
140,1127,-0.046890344470739365,,0.046890344470739365,
141,1135,-0.046892646700143814,,0.046892646700143814,
142,1143,-0.04686528444290161,,0.04686528444290161,
143,1149,,-0.05303454399108887,,0.05303454399108887
143,1151,-0.046865496784448624,,0.046865496784448624,
144,1159,-0.04686826467514038,,0.04686826467514038,
145,1167,-0.04684603214263916,,0.04684603214263916,
146,1175,-0.04691082239151001,,0.04691082239151001,
147,1183,-0.04692629352211952,,0.04692629352211952,
148,1191,-0.046886805444955826,,0.046886805444955826,
149,1199,,-0.05470776557922363,,0.05470776557922363
149,1199,-0.046909693628549576,,0.046909693628549576,
150,1207,-0.046912580728530884,,0.046912580728530884,
151,1215,-0.046901702880859375,,0.046901702880859375,
152,1223,-0.046881914138793945,,0.046881914138793945,
153,1231,-0.0469127856194973,,0.0469127856194973,
154,1239,-0.04690683260560036,,0.04690683260560036,
155,1247,-0.04688560962677002,,0.04688560962677002,
156,1249,,-0.03052687644958496,,0.03052687644958496
156,1255,-0.04680710658431053,,0.04680710658431053,
157,1263,-0.04683014750480652,,0.04683014750480652,
158,1271,-0.046924978494644165,,0.046924978494644165,
159,1279,-0.046845581382513046,,0.046845581382513046,
160,1287,-0.0469207763671875,,0.0469207763671875,
161,1295,-0.04685467109084129,,0.04685467109084129,
162,1299,,-0.043410539627075195,,0.043410539627075195
162,1303,-0.046932484954595566,,0.046932484954595566,
163,1311,-0.04688143730163574,,0.04688143730163574,
164,1319,-0.04689386487007141,,0.04689386487007141,
165,1327,-0.046903520822525024,,0.046903520822525024,
166,1335,-0.04688084498047829,,0.04688084498047829,
167,1343,-0.04693371057510376,,0.04693371057510376,
168,1349,,-0.04990243911743164,,0.04990243911743164
168,1351,-0.04692107439041138,,0.04692107439041138,
169,1359,-0.04691455140709877,,0.04691455140709877,
170,1367,-0.04689168557524681,,0.04689168557524681,
171,1375,-0.046889130026102066,,0.046889130026102066,
172,1383,-0.046920210123062134,,0.046920210123062134,
173,1391,-0.04687273129820824,,0.04687273129820824,
174,1399,,-0.03641486167907715,,0.03641486167907715
174,1399,-0.04689672589302063,,0.04689672589302063,
175,1407,-0.046906620264053345,,0.046906620264053345,
176,1415,-0.046926349401474,,0.046926349401474,
177,1423,-0.04691499471664429,,0.04691499471664429,
178,1431,-0.04691493511199951,,0.04691493511199951,
179,1439,-0.0469268262386322,,0.0469268262386322,
180,1447,-0.046854522079229355,,0.046854522079229355,
181,1449,,-0.05000948905944824,,0.05000948905944824
181,1455,-0.04684126377105713,,0.04684126377105713,
182,1463,-0.04692015051841736,,0.04692015051841736,
183,1471,-0.04692363366484642,,0.04692363366484642,
184,1479,-0.04690977931022644,,0.04690977931022644,
185,1487,-0.04694250598549843,,0.04694250598549843,
186,1495,-0.0468938946723938,,0.0468938946723938,
187,1499,,-0.05459403991699219,,0.05459403991699219
187,1503,-0.04692384600639343,,0.04692384600639343,
188,1511,-0.046870891004800797,,0.046870891004800797,
189,1519,-0.04691758751869202,,0.04691758751869202,
190,1527,-0.046943068504333496,,0.046943068504333496,
191,1535,-0.046797364950180054,,0.046797364950180054,
192,1543,-0.04689115285873413,,0.04689115285873413,
193,1549,,-0.05188441276550293,,0.05188441276550293
193,1551,-0.04691595211625099,,0.04691595211625099,
194,1559,-0.046900659799575806,,0.046900659799575806,
195,1567,-0.04679027199745178,,0.04679027199745178,
196,1575,-0.04686007276177406,,0.04686007276177406,
197,1583,-0.04692995175719261,,0.04692995175719261,
198,1591,-0.04690605029463768,,0.04690605029463768,
199,1599,,-0.047957658767700195,,0.047957658767700195
199,1599,-0.04690590873360634,,0.04690590873360634,
200,1607,-0.04689747467637062,,0.04689747467637062,
201,1615,-0.04691850766539574,,0.04691850766539574,
202,1623,-0.046900901943445206,,0.046900901943445206,
203,1631,-0.04691263660788536,,0.04691263660788536,
204,1639,-0.04694920778274536,,0.04694920778274536,
205,1647,-0.04692939296364784,,0.04692939296364784,
206,1649,,-0.04769635200500488,,0.04769635200500488
206,1655,-0.04686254262924194,,0.04686254262924194,
207,1663,-0.046928077936172485,,0.046928077936172485,
208,1671,-0.046927809715270996,,0.046927809715270996,
209,1679,-0.0468919537961483,,0.0468919537961483,
210,1687,-0.04690513014793396,,0.04690513014793396,
211,1695,-0.046918515115976334,,0.046918515115976334,
212,1699,,-0.048966169357299805,,0.048966169357299805
212,1703,-0.046926405280828476,,0.046926405280828476,
213,1711,-0.04690613970160484,,0.04690613970160484,
214,1719,-0.04690486192703247,,0.04690486192703247,
215,1727,-0.04694173112511635,,0.04694173112511635,
216,1735,-0.046918511390686035,,0.046918511390686035,
217,1743,-0.04693111404776573,,0.04693111404776573,
218,1749,,-0.03739452362060547,,0.03739452362060547
218,1751,-0.04693189635872841,,0.04693189635872841,
219,1759,-0.046904146671295166,,0.046904146671295166,
220,1767,-0.04691588878631592,,0.04691588878631592,
221,1775,-0.04691797494888306,,0.04691797494888306,
222,1783,-0.04691818356513977,,0.04691818356513977,
223,1791,-0.04691898822784424,,0.04691898822784424,
224,1799,,-0.05069422721862793,,0.05069422721862793
224,1799,-0.04694601893424988,,0.04694601893424988,
225,1807,-0.04690906032919884,,0.04690906032919884,
226,1815,-0.046912312507629395,,0.046912312507629395,
227,1823,-0.046953704208135605,,0.046953704208135605,
228,1831,-0.04692202806472778,,0.04692202806472778,
229,1839,-0.04693755507469177,,0.04693755507469177,
230,1847,-0.04692825302481651,,0.04692825302481651,
231,1849,,-0.047213077545166016,,0.047213077545166016
231,1855,-0.046914998441934586,,0.046914998441934586,
232,1863,-0.046931713819503784,,0.046931713819503784,
233,1871,-0.04694363474845886,,0.04694363474845886,
234,1879,-0.046936213970184326,,0.046936213970184326,
235,1887,-0.046938806772232056,,0.046938806772232056,
236,1895,-0.04692748561501503,,0.04692748561501503,
237,1899,,-0.03541874885559082,,0.03541874885559082
237,1903,-0.046911150217056274,,0.046911150217056274,
238,1911,-0.04691892862319946,,0.04691892862319946,
239,1919,-0.04692527651786804,,0.04692527651786804,
240,1927,-0.04689416289329529,,0.04689416289329529,
241,1935,-0.04692735895514488,,0.04692735895514488,
242,1943,-0.04694148525595665,,0.04694148525595665,
243,1949,,-0.04600358009338379,,0.04600358009338379
243,1951,-0.04692259803414345,,0.04692259803414345,
244,1959,-0.04694458842277527,,0.04694458842277527,
245,1967,-0.04691678285598755,,0.04691678285598755,
246,1975,-0.04692516103386879,,0.04692516103386879,
247,1983,-0.04691031947731972,,0.04691031947731972,
