epoch,step,test_loss,test_renyi_lb,train_loss_epoch,train_loss_step,train_renyi_lb_epoch,train_renyi_lb_step
0,7,,,-0.09289282560348511,,0.09289282560348511,
1,15,,,-0.0966649204492569,,0.0966649204492569,
2,23,,,-0.0985928475856781,,0.0985928475856781,
3,31,,,-0.09894704818725586,,0.09894704818725586,
4,39,,,-0.10002271831035614,,0.10002271831035614,
5,47,,,-0.09860262274742126,,0.09860262274742126,
6,49,,,,-0.14370661973953247,,0.14370661973953247
6,55,,,-0.09933087229728699,,0.09933087229728699,
7,63,,,-0.09957180172204971,,0.09957180172204971,
8,71,,,-0.10198527574539185,,0.10198527574539185,
9,79,,,-0.10171069204807281,,0.10171069204807281,
10,87,,,-0.10207962989807129,,0.10207962989807129,
11,95,,,-0.10268991440534592,,0.10268991440534592,
12,99,,,,-0.10451322793960571,,0.10451322793960571
12,103,,,-0.10320392996072769,,0.10320392996072769,
13,111,,,-0.10359559208154678,,0.10359559208154678,
14,119,,,-0.10287120193243027,,0.10287120193243027,
15,127,,,-0.1041998565196991,,0.1041998565196991,
16,135,,,-0.10368886590003967,,0.10368886590003967,
17,143,,,-0.10422923415899277,,0.10422923415899277,
18,149,,,,-0.12255227565765381,,0.12255227565765381
18,151,,,-0.10475531965494156,,0.10475531965494156,
19,159,,,-0.10527747869491577,,0.10527747869491577,
20,167,,,-0.10404996573925018,,0.10404996573925018,
21,175,,,-0.10540790855884552,,0.10540790855884552,
22,183,,,-0.10524960607290268,,0.10524960607290268,
23,191,,,-0.1063796877861023,,0.1063796877861023,
24,199,,,,-0.10776519775390625,,0.10776519775390625
24,199,,,-0.1055140271782875,,0.1055140271782875,
25,207,,,-0.10563921928405762,,0.10563921928405762,
26,215,,,-0.1052837148308754,,0.1052837148308754,
27,223,,,-0.10684335976839066,,0.10684335976839066,
28,231,,,-0.10595720261335373,,0.10595720261335373,
29,239,,,-0.10687332600355148,,0.10687332600355148,
30,247,,,-0.1054510623216629,,0.1054510623216629,
31,249,,,,-0.13463836908340454,,0.13463836908340454
31,255,,,-0.1074950322508812,,0.1074950322508812,
32,263,,,-0.10649564117193222,,0.10649564117193222,
33,271,,,-0.10712597519159317,,0.10712597519159317,
34,279,,,-0.10732338577508926,,0.10732338577508926,
35,287,,,-0.10761421173810959,,0.10761421173810959,
36,295,,,-0.10727280378341675,,0.10727280378341675,
37,299,,,,-0.06584376096725464,,0.06584376096725464
37,303,,,-0.10823521763086319,,0.10823521763086319,
38,311,,,-0.10724205523729324,,0.10724205523729324,
39,319,,,-0.10795897245407104,,0.10795897245407104,
40,327,,,-0.10759394615888596,,0.10759394615888596,
41,335,,,-0.10791847854852676,,0.10791847854852676,
42,343,,,-0.1067495122551918,,0.1067495122551918,
43,349,,,,-0.11733061075210571,,0.11733061075210571
43,351,,,-0.10702795535326004,,0.10702795535326004,
44,359,,,-0.10773825645446777,,0.10773825645446777,
45,367,,,-0.10840407758951187,,0.10840407758951187,
46,375,,,-0.10787602514028549,,0.10787602514028549,
47,383,,,-0.1081443503499031,,0.1081443503499031,
48,391,,,-0.10814934223890305,,0.10814934223890305,
49,399,,,,-0.10718971490859985,,0.10718971490859985
49,399,,,-0.10856280475854874,,0.10856280475854874,
50,407,,,-0.10748856514692307,,0.10748856514692307,
51,415,,,-0.10654421150684357,,0.10654421150684357,
52,423,,,-0.10728001594543457,,0.10728001594543457,
53,431,,,-0.10810162127017975,,0.10810162127017975,
54,439,,,-0.1075480580329895,,0.1075480580329895,
55,447,,,-0.10895175486803055,,0.10895175486803055,
56,449,,,,-0.11418038606643677,,0.11418038606643677
56,455,,,-0.10799786448478699,,0.10799786448478699,
57,463,,,-0.1089802011847496,,0.1089802011847496,
58,471,,,-0.10832866281270981,,0.10832866281270981,
59,479,,,-0.10871158540248871,,0.10871158540248871,
60,487,,,-0.10942008346319199,,0.10942008346319199,
61,495,,,-0.1085580587387085,,0.1085580587387085,
62,499,,,,-0.11325615644454956,,0.11325615644454956
62,503,,,-0.10918847471475601,,0.10918847471475601,
63,511,,,-0.10905467718839645,,0.10905467718839645,
64,519,,,-0.10904856026172638,,0.10904856026172638,
65,527,,,-0.10939358174800873,,0.10939358174800873,
66,535,,,-0.10918022692203522,,0.10918022692203522,
67,543,,,-0.10916208475828171,,0.10916208475828171,
68,549,,,,-0.1032608151435852,,0.1032608151435852
68,551,,,-0.1092536598443985,,0.1092536598443985,
69,559,,,-0.10903526842594147,,0.10903526842594147,
70,567,,,-0.10874491930007935,,0.10874491930007935,
71,575,,,-0.10907275229692459,,0.10907275229692459,
72,583,,,-0.10933668166399002,,0.10933668166399002,
73,591,,,-0.10948487371206284,,0.10948487371206284,
74,599,,,,-0.13769865036010742,,0.13769865036010742
74,599,,,-0.10865064710378647,,0.10865064710378647,
75,607,,,-0.10850117355585098,,0.10850117355585098,
76,615,,,-0.10893218964338303,,0.10893218964338303,
77,623,,,-0.10949324071407318,,0.10949324071407318,
78,631,,,-0.1092902198433876,,0.1092902198433876,
79,639,,,-0.10941413789987564,,0.10941413789987564,
80,647,,,-0.10944259166717529,,0.10944259166717529,
81,649,,,,-0.10693979263305664,,0.10693979263305664
81,655,,,-0.10906355082988739,,0.10906355082988739,
82,663,,,-0.1099490076303482,,0.1099490076303482,
83,671,,,-0.10939446836709976,,0.10939446836709976,
84,679,,,-0.1099655032157898,,0.1099655032157898,
85,687,,,-0.10905677825212479,,0.10905677825212479,
86,695,,,-0.10881560295820236,,0.10881560295820236,
87,699,,,,-0.10825365781784058,,0.10825365781784058
87,703,,,-0.10969981551170349,,0.10969981551170349,
88,711,,,-0.10932346433401108,,0.10932346433401108,
89,719,,,-0.10933477431535721,,0.10933477431535721,
90,727,,,-0.11020815372467041,,0.11020815372467041,
91,735,,,-0.10974247753620148,,0.10974247753620148,
92,743,,,-0.1097220852971077,,0.1097220852971077,
93,749,,,,-0.10729241371154785,,0.10729241371154785
93,751,,,-0.10951009392738342,,0.10951009392738342,
94,759,,,-0.10989490896463394,,0.10989490896463394,
95,767,,,-0.10961969196796417,,0.10961969196796417,
96,775,,,-0.10912153124809265,,0.10912153124809265,
97,783,,,-0.10969910770654678,,0.10969910770654678,
98,791,,,-0.11000477522611618,,0.11000477522611618,
99,799,,,,-0.12322044372558594,,0.12322044372558594
99,799,,,-0.10952546447515488,,0.10952546447515488,
100,807,,,-0.10972856730222702,,0.10972856730222702,
101,815,,,-0.10932900756597519,,0.10932900756597519,
102,823,,,-0.10969002544879913,,0.10969002544879913,
103,831,,,-0.10943563282489777,,0.10943563282489777,
104,839,,,-0.10931776463985443,,0.10931776463985443,
105,847,,,-0.10936854034662247,,0.10936854034662247,
106,849,,,,-0.11738595366477966,,0.11738595366477966
106,855,,,-0.11056992411613464,,0.11056992411613464,
107,863,,,-0.10973457247018814,,0.10973457247018814,
108,871,,,-0.11017902940511703,,0.11017902940511703,
109,879,,,-0.10998152196407318,,0.10998152196407318,
110,887,,,-0.11002353578805923,,0.11002353578805923,
111,895,,,-0.11022844165563583,,0.11022844165563583,
112,899,,,,-0.1241314709186554,,0.1241314709186554
112,903,,,-0.10950113832950592,,0.10950113832950592,
113,911,,,-0.1094430536031723,,0.1094430536031723,
114,919,,,-0.11102335155010223,,0.11102335155010223,
115,927,,,-0.11018551141023636,,0.11018551141023636,
116,935,,,-0.11030668765306473,,0.11030668765306473,
117,943,,,-0.10990186780691147,,0.10990186780691147,
118,949,,,,-0.11809968948364258,,0.11809968948364258
118,951,,,-0.11034347116947174,,0.11034347116947174,
119,959,,,-0.11024077236652374,,0.11024077236652374,
120,967,,,-0.109549880027771,,0.109549880027771,
121,975,,,-0.11007501184940338,,0.11007501184940338,
122,983,,,-0.11018836498260498,,0.11018836498260498,
123,991,,,-0.1098203957080841,,0.1098203957080841,
124,999,,,,-0.09001055359840393,,0.09001055359840393
124,999,,,-0.11006529629230499,,0.11006529629230499,
125,1007,,,-0.11031446605920792,,0.11031446605920792,
126,1015,,,-0.1100643053650856,,0.1100643053650856,
127,1023,,,-0.11008638888597488,,0.11008638888597488,
128,1031,,,-0.11018379032611847,,0.11018379032611847,
129,1039,,,-0.11019643396139145,,0.11019643396139145,
130,1047,,,-0.10969892889261246,,0.10969892889261246,
131,1049,,,,-0.12247398495674133,,0.12247398495674133
131,1055,,,-0.1104983389377594,,0.1104983389377594,
132,1063,,,-0.10947028547525406,,0.10947028547525406,
133,1071,,,-0.11056549102067947,,0.11056549102067947,
134,1079,,,-0.10978514701128006,,0.10978514701128006,
135,1087,,,-0.11047590523958206,,0.11047590523958206,
136,1095,,,-0.11003906279802322,,0.11003906279802322,
137,1099,,,,-0.10339775681495667,,0.10339775681495667
137,1103,,,-0.11015130579471588,,0.11015130579471588,
138,1111,,,-0.11041761189699173,,0.11041761189699173,
139,1119,,,-0.11006969213485718,,0.11006969213485718,
140,1127,,,-0.1094227284193039,,0.1094227284193039,
141,1135,,,-0.11014635860919952,,0.11014635860919952,
142,1143,,,-0.11031633615493774,,0.11031633615493774,
143,1149,,,,-0.13259372115135193,,0.13259372115135193
143,1151,,,-0.11005556583404541,,0.11005556583404541,
144,1159,,,-0.11083158105611801,,0.11083158105611801,
145,1167,,,-0.1102495864033699,,0.1102495864033699,
146,1175,,,-0.11027201265096664,,0.11027201265096664,
147,1183,,,-0.10991158336400986,,0.10991158336400986,
148,1191,,,-0.11049453169107437,,0.11049453169107437,
149,1199,,,,-0.12489557266235352,,0.12489557266235352
149,1199,,,-0.11044759303331375,,0.11044759303331375,
150,1207,,,-0.1106249988079071,,0.1106249988079071,
151,1215,,,-0.11050556600093842,,0.11050556600093842,
152,1223,,,-0.11038143187761307,,0.11038143187761307,
153,1231,,,-0.11009824275970459,,0.11009824275970459,
154,1239,,,-0.11022276431322098,,0.11022276431322098,
155,1247,,,-0.11011385172605515,,0.11011385172605515,
156,1249,,,,-0.10750988125801086,,0.10750988125801086
156,1255,,,-0.11059866845607758,,0.11059866845607758,
157,1263,,,-0.11026140302419662,,0.11026140302419662,
158,1271,,,-0.11058984696865082,,0.11058984696865082,
159,1279,,,-0.11011628061532974,,0.11011628061532974,
160,1287,,,-0.11064981669187546,,0.11064981669187546,
161,1295,,,-0.1102980375289917,,0.1102980375289917,
162,1299,,,,-0.12332847714424133,,0.12332847714424133
162,1303,,,-0.11023841798305511,,0.11023841798305511,
163,1311,,,-0.10991951823234558,,0.10991951823234558,
164,1319,,,-0.11035412549972534,,0.11035412549972534,
165,1327,,,-0.11051822453737259,,0.11051822453737259,
166,1335,,,-0.11084340512752533,,0.11084340512752533,
167,1343,,,-0.1105024516582489,,0.1105024516582489,
168,1349,,,,-0.10986527800559998,,0.10986527800559998
168,1351,,,-0.11076643317937851,,0.11076643317937851,
169,1359,,,-0.11070527136325836,,0.11070527136325836,
170,1367,,,-0.11045714467763901,,0.11045714467763901,
171,1375,,,-0.1105840727686882,,0.1105840727686882,
172,1383,,,-0.1104956790804863,,0.1104956790804863,
173,1391,,,-0.11027830839157104,,0.11027830839157104,
174,1399,,,,-0.0728473961353302,,0.0728473961353302
174,1399,,,-0.11069130897521973,,0.11069130897521973,
175,1407,,,-0.11052551120519638,,0.11052551120519638,
176,1415,,,-0.10920371115207672,,0.10920371115207672,
177,1423,,,-0.10943882912397385,,0.10943882912397385,
178,1431,,,-0.11036407202482224,,0.11036407202482224,
179,1439,,,-0.11052614450454712,,0.11052614450454712,
180,1447,,,-0.11076196283102036,,0.11076196283102036,
181,1449,,,,-0.1160607635974884,,0.1160607635974884
181,1455,,,-0.11053600907325745,,0.11053600907325745,
182,1463,,,-0.11090881377458572,,0.11090881377458572,
183,1471,,,-0.1107785627245903,,0.1107785627245903,
184,1479,,,-0.1106555312871933,,0.1106555312871933,
185,1487,,,-0.11075446754693985,,0.11075446754693985,
186,1495,,,-0.11077278852462769,,0.11077278852462769,
187,1499,,,,-0.12004011869430542,,0.12004011869430542
187,1503,,,-0.11032144725322723,,0.11032144725322723,
188,1511,,,-0.11096132546663284,,0.11096132546663284,
189,1519,,,-0.11048808693885803,,0.11048808693885803,
190,1527,,,-0.11027746647596359,,0.11027746647596359,
191,1535,,,-0.10953781753778458,,0.10953781753778458,
192,1543,,,-0.10937809944152832,,0.10937809944152832,
193,1549,,,,-0.105540931224823,,0.105540931224823
193,1551,,,-0.11034540832042694,,0.11034540832042694,
194,1559,,,-0.11077772080898285,,0.11077772080898285,
195,1567,,,-0.11049321293830872,,0.11049321293830872,
